,neighborhood,rent,beds,baths
5269,"Long Island City, Northwestern Queens, Queens",3127,1,1.0
5270,"Financial District, Downtown Manhattan, Manhattan",7992,3,2.0
5271,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",5340,2,2.0
5272,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",3495,2,1.0
5273,"Chelsea, Midtown Manhattan, Manhattan",4200,1,1.0
5274,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2575,1,1.0
5275,"Financial District, Downtown Manhattan, Manhattan",4215,3,1.0
5276,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",2425,0,1.0
5277,"Upper East Side, Upper Manhattan, Manhattan",4300,1,1.0
5278,"East Harlem, Upper Manhattan, Manhattan",2500,2,1.0
5279,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",4033,1,1.0
5280,"Theater District, Midtown Manhattan, Manhattan",3000,1,1.0
5281,"Financial District, Downtown Manhattan, Manhattan",5850,2,2.0
5282,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",2888,1,1.0
5283,"Gramercy Park, Midtown Manhattan, Manhattan",2650,1,1.0
5284,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",4178,1,1.5
5285,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",2750,1,1.0
5286,"East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",5075,4,2.0
5287,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2900,0,1.0
5288,"East Harlem, Upper Manhattan, Manhattan",3199,3,2.0
5289,"Lower East Side, Downtown Manhattan, Manhattan",6485,3,2.0
5290,"Chelsea, Midtown Manhattan, Manhattan",4150,1,1.0
5291,"Central Harlem, Upper Manhattan, Manhattan",1895,1,1.0
5292,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",3695,1,1.0
5293,"Hell's Kitchen, Midtown Manhattan, Manhattan",4900,2,2.0
5294,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",2530,0,1.0
5295,"Upper East Side, Upper Manhattan, Manhattan",2291,0,1.0
5296,"Murray Hill, Midtown Manhattan, Manhattan",3550,1,1.0
5297,"Hell's Kitchen, Midtown Manhattan, Manhattan",3369,1,1.0
5298,"Upper West Side, Upper Manhattan, Manhattan",6490,3,2.0
5299,"West Village, Downtown Manhattan, Manhattan",3650,1,1.0
5300,"West Village, Downtown Manhattan, Manhattan",4290,1,1.0
5301,"Financial District, Downtown Manhattan, Manhattan",4760,2,1.0
5302,"Upper East Side, Upper Manhattan, Manhattan",2050,1,1.0
5303,"Upper West Side, Upper Manhattan, Manhattan",2200,0,1.0
5304,"Flatbush, Central Brooklyn, Brooklyn",2500,3,1.0
5305,"West Village, Downtown Manhattan, Manhattan",5195,2,1.0
5306,"Financial District, Downtown Manhattan, Manhattan",2750,0,1.0
5307,"East Village, Downtown Manhattan, Manhattan",5100,3,1.0
5308,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2954,0,1.0
5309,"Murray Hill, Midtown Manhattan, Manhattan",2980,1,1.0
5310,"Chelsea, Midtown Manhattan, Manhattan",3919,0,1.0
5311,"Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",3275,1,1.0
5312,"Chelsea, Midtown Manhattan, Manhattan",4800,1,1.0
5313,"NoMad, Midtown Manhattan, Manhattan",4200,1,1.0
5314,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2050,0,1.0
5315,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",2350,1,1.0
5316,"Gramercy Park, Midtown Manhattan, Manhattan",5400,1,1.0
5317,"Hunters Point, Long Island City, Northwestern Queens, Queens",3965,1,1.0
5318,"Murray Hill, Midtown Manhattan, Manhattan",2980,1,1.0
5319,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",3650,1,1.0
5320,"Bushwick, Northern Brooklyn, Brooklyn",2907,2,1.0
5321,"West Village, Downtown Manhattan, Manhattan",3200,1,1.0
5322,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",2500,0,1.0
5323,"Hell's Kitchen, Midtown Manhattan, Manhattan",3995,1,1.0
5324,"Midtown East, Midtown Manhattan, Manhattan",2295,1,1.0
5325,"Upper West Side, Upper Manhattan, Manhattan",4495,2,1.0
5326,"Chelsea, Midtown Manhattan, Manhattan",2350,0,1.0
5327,"Hell's Kitchen, Midtown Manhattan, Manhattan",6209,2,2.0
5328,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",3650,1,1.0
5329,"Gramercy Park, Midtown Manhattan, Manhattan",4250,3,1.0
5330,"Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",3250,1,1.0
5331,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",3395,0,1.0
5332,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",4295,2,1.0
5333,"Murray Hill, Midtown Manhattan, Manhattan",2675,0,1.0
5334,"Upper West Side, Upper Manhattan, Manhattan",7750,3,2.5
5335,"Murray Hill, Midtown Manhattan, Manhattan",2775,0,1.0
5336,"Financial District, Downtown Manhattan, Manhattan",2900,0,1.0
5337,"Theater District, Midtown Manhattan, Manhattan",10450,4,3.0
5338,"Upper West Side, Upper Manhattan, Manhattan",4495,2,1.0
5339,"Washington Heights, Upper Manhattan, Manhattan",3200,4,1.0
5340,"Financial District, Downtown Manhattan, Manhattan",3750,1,1.0
5341,"East Harlem, Upper Manhattan, Manhattan",4500,3,2.0
5342,"Upper East Side, Upper Manhattan, Manhattan",2495,1,1.0
5343,"Financial District, Downtown Manhattan, Manhattan",4281,1,1.0
5344,"East Village, Downtown Manhattan, Manhattan",2600,1,1.0
5345,"Washington Heights, Upper Manhattan, Manhattan",1900,1,1.0
5346,"Astoria, Northwestern Queens, Queens",2750,1,1.0
5347,"Murray Hill, Midtown Manhattan, Manhattan",2500,0,1.0
5348,"Hell's Kitchen, Midtown Manhattan, Manhattan",2695,0,1.0
5349,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",6295,4,2.0
5350,"Upper East Side, Upper Manhattan, Manhattan",5395,1,1.0
5351,"East Harlem, Upper Manhattan, Manhattan",2400,2,1.0
5352,"Washington Heights, Upper Manhattan, Manhattan",3595,4,2.0
5353,"East Harlem, Upper Manhattan, Manhattan",4574,4,2.0
5354,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2600,0,1.0
5355,"Upper East Side, Upper Manhattan, Manhattan",13995,3,4.0
5356,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",2095,1,1.0
5357,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",3200,3,2.0
5358,"Inwood, Upper Manhattan, Manhattan",1775,1,1.0
5359,"Williamsburg, Northern Brooklyn, Brooklyn",10500,3,2.0
5360,"Hell's Kitchen, Midtown Manhattan, Manhattan",2375,1,1.0
5361,"Tribeca, Downtown Manhattan, Manhattan",3750,0,1.0
5362,"Central Harlem, Upper Manhattan, Manhattan",1800,1,1.0
5363,"Upper East Side, Upper Manhattan, Manhattan",5650,2,2.0
5364,"Flatiron District, Midtown Manhattan, Manhattan",4125,1,1.0
5365,"NoMad, Midtown Manhattan, Manhattan",4100,1,1.0
5366,"Financial District, Downtown Manhattan, Manhattan",3070,0,1.0
5367,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2795,3,1.0
5368,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2595,1,1.0
5369,"Financial District, Downtown Manhattan, Manhattan",3025,0,1.0
5370,"Murray Hill, Midtown Manhattan, Manhattan",6000,4,2.0
5371,"Hell's Kitchen, Midtown Manhattan, Manhattan",4140,1,1.0
5372,"East Harlem, Upper Manhattan, Manhattan",2050,2,1.0
5373,"Murray Hill, Midtown Manhattan, Manhattan",2300,1,1.0
5374,"Central Harlem, Upper Manhattan, Manhattan",2150,2,1.0
5375,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",3450,1,1.0
5376,"East Harlem, Upper Manhattan, Manhattan",2950,2,1.0
5377,"Upper West Side, Upper Manhattan, Manhattan",6528,2,2.0
5378,"Upper West Side, Upper Manhattan, Manhattan",1900,0,1.0
5379,"East Harlem, Upper Manhattan, Manhattan",2950,2,1.0
5380,"Flatbush, Central Brooklyn, Brooklyn",2600,2,1.0
5381,"Hell's Kitchen, Midtown Manhattan, Manhattan",2495,1,1.0
5382,"Murray Hill, Midtown Manhattan, Manhattan",5750,2,1.0
5383,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",2475,0,1.0
5384,"Hell's Kitchen, Midtown Manhattan, Manhattan",2575,0,1.0
5385,"Chelsea, Midtown Manhattan, Manhattan",5250,2,2.0
5386,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",7750,3,2.0
5387,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",4330,0,1.0
5388,"Financial District, Downtown Manhattan, Manhattan",4570,1,1.0
5389,"Upper East Side, Upper Manhattan, Manhattan",20000,3,4.0
5390,"Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",3250,1,1.0
5391,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",6495,3,2.0
5392,"Astoria, Northwestern Queens, Queens",2400,2,1.0
5393,"Flatbush, Central Brooklyn, Brooklyn",2300,2,1.0
5394,"Greenwich Village, Downtown Manhattan, Manhattan",2847,2,1.0
5395,"Financial District, Downtown Manhattan, Manhattan",4615,1,1.0
5396,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",7200,3,2.0
5397,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",3157,1,1.0
5398,"NoMad, Midtown Manhattan, Manhattan",4400,1,1.0
5399,"Financial District, Downtown Manhattan, Manhattan",3621,1,1.0
5400,"Financial District, Downtown Manhattan, Manhattan",3378,0,1.0
5401,"Upper East Side, Upper Manhattan, Manhattan",2295,1,1.0
5402,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",4495,4,1.0
5403,"Upper East Side, Upper Manhattan, Manhattan",3750,1,1.0
5404,"Hell's Kitchen, Midtown Manhattan, Manhattan",4800,2,2.0
5405,"Central Harlem, Upper Manhattan, Manhattan",2950,3,2.0
5406,"Financial District, Downtown Manhattan, Manhattan",4667,2,1.0
5407,"Upper East Side, Upper Manhattan, Manhattan",2795,2,1.0
5408,"Greenwich Village, Downtown Manhattan, Manhattan",2325,0,1.0
5409,"Flatbush, Central Brooklyn, Brooklyn",1850,2,1.0
5410,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2125,0,1.0
5411,"West Village, Downtown Manhattan, Manhattan",4487,1,1.0
5412,"Upper West Side, Upper Manhattan, Manhattan",9000,2,2.0
5413,"Tribeca, Downtown Manhattan, Manhattan",4090,1,1.0
5414,"Financial District, Downtown Manhattan, Manhattan",6195,2,2.0
5415,"NoMad, Midtown Manhattan, Manhattan",2765,1,1.0
5416,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2195,0,1.0
5417,"Hell's Kitchen, Midtown Manhattan, Manhattan",2350,0,1.0
5418,"Murray Hill, Midtown Manhattan, Manhattan",2850,1,1.0
5419,"Upper East Side, Upper Manhattan, Manhattan",3395,1,1.0
5420,"East Village, Downtown Manhattan, Manhattan",2675,1,1.0
5421,"Murray Hill, Midtown Manhattan, Manhattan",13385,2,2.0
5422,"Murray Hill, Midtown Manhattan, Manhattan",3150,0,1.0
5423,"East Harlem, Upper Manhattan, Manhattan",2659,1,1.0
5424,"Upper West Side, Upper Manhattan, Manhattan",3550,1,1.0
5425,"East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",3400,1,1.0
5426,"Greenpoint, Northern Brooklyn, Brooklyn",2999,1,1.0
5427,"Hell's Kitchen, Midtown Manhattan, Manhattan",2350,0,1.0
5428,"Upper East Side, Upper Manhattan, Manhattan",3000,2,1.0
5429,"Astoria, Northwestern Queens, Queens",2150,1,1.0
5430,"Astoria, Northwestern Queens, Queens",2150,1,1.0
5431,"NoMad, Midtown Manhattan, Manhattan",4300,1,1.0
5432,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",2495,1,1.0
5433,"NoLita, Downtown Manhattan, Manhattan",3570,1,1.0
5434,"Upper West Side, Upper Manhattan, Manhattan",3500,2,1.0
5435,"Upper East Side, Upper Manhattan, Manhattan",3550,1,1.0
5436,"Williamsburg, Northern Brooklyn, Brooklyn",4070,2,2.0
5437,"Theater District, Midtown Manhattan, Manhattan",2350,0,1.0
5438,"Bushwick, Northern Brooklyn, Brooklyn",2899,1,1.0
5439,"East Village, Downtown Manhattan, Manhattan",5895,3,2.0
5440,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",4114,1,1.0
5441,"Midtown East, Midtown Manhattan, Manhattan",2825,0,1.0
5442,"Murray Hill, Midtown Manhattan, Manhattan",3175,0,1.0
5443,"Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",3758,3,1.0
5444,"Theater District, Midtown Manhattan, Manhattan",4250,1,1.0
5445,"Long Island City, Northwestern Queens, Queens",4300,2,2.0
5446,"Long Island City, Northwestern Queens, Queens",6340,3,2.0
5447,"Hell's Kitchen, Midtown Manhattan, Manhattan",4200,3,1.0
5448,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2750,1,1.0
5449,"Upper East Side, Upper Manhattan, Manhattan",1929,1,1.0
5450,"Hell's Kitchen, Midtown Manhattan, Manhattan",3495,2,1.0
5451,"Williamsburg, Northern Brooklyn, Brooklyn",3550,2,1.0
5452,"Financial District, Downtown Manhattan, Manhattan",3337,1,1.0
5453,"Financial District, Downtown Manhattan, Manhattan",2875,0,1.0
5454,"Murray Hill, Midtown Manhattan, Manhattan",3650,2,1.0
5455,"East Village, Downtown Manhattan, Manhattan",4795,2,1.0
5456,"Financial District, Downtown Manhattan, Manhattan",2650,0,1.0
5457,"East Harlem, Upper Manhattan, Manhattan",10995,3,2.0
5458,"Upper East Side, Upper Manhattan, Manhattan",2250,1,1.0
5459,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3000,2,1.0
5460,"Upper East Side, Upper Manhattan, Manhattan",5400,3,1.5
5461,"Bushwick, Northern Brooklyn, Brooklyn",3200,1,1.0
5462,"Greenpoint, Northern Brooklyn, Brooklyn",2899,2,1.0
5463,"Bushwick, Northern Brooklyn, Brooklyn",2887,1,1.0
5464,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",1800,0,1.0
5465,"Alphabet City, East Village, Downtown Manhattan, Manhattan",2765,1,1.0
5466,"Hunters Point, Long Island City, Northwestern Queens, Queens",2900,0,1.0
5467,"Hell's Kitchen, Midtown Manhattan, Manhattan",1601,0,2.0
5468,"Bushwick, Northern Brooklyn, Brooklyn",2300,0,1.0
5469,"Financial District, Downtown Manhattan, Manhattan",3441,1,1.0
5470,"Upper West Side, Upper Manhattan, Manhattan",2975,0,1.0
5471,"Financial District, Downtown Manhattan, Manhattan",4667,2,1.0
5472,"Murray Hill, Midtown Manhattan, Manhattan",2850,0,1.0
5473,"East Village, Downtown Manhattan, Manhattan",30000,4,4.0
5474,"Theater District, Midtown Manhattan, Manhattan",3450,1,1.0
5475,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3650,2,1.0
5476,"Financial District, Downtown Manhattan, Manhattan",2933,0,1.0
5477,"NoMad, Midtown Manhattan, Manhattan",4500,1,1.0
5478,"Alphabet City, East Village, Downtown Manhattan, Manhattan",3400,1,1.0
5479,"Murray Hill, Midtown Manhattan, Manhattan",4000,1,1.0
5480,"Williamsburg, Northern Brooklyn, Brooklyn",10500,3,2.0
5481,"Bushwick, Northern Brooklyn, Brooklyn",925,0,1.0
5482,"Upper West Side, Upper Manhattan, Manhattan",10000,4,3.0
5483,"Upper West Side, Upper Manhattan, Manhattan",9200,4,3.0
5484,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",5375,2,2.0
5485,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",5800,3,2.0
5486,"Financial District, Downtown Manhattan, Manhattan",4695,2,1.0
5487,"NoMad, Midtown Manhattan, Manhattan",4500,1,1.0
5488,"Hell's Kitchen, Midtown Manhattan, Manhattan",2800,0,1.0
5489,"East Village, Downtown Manhattan, Manhattan",4425,2,1.0
5490,"East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",2699,2,2.0
5491,"West Village, Downtown Manhattan, Manhattan",3895,1,1.0
5492,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",3100,1,1.0
5493,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",3370,2,2.0
5494,"Flatbush, Central Brooklyn, Brooklyn",3025,1,1.0
5495,"Sutton Place, Midtown East, Midtown Manhattan, Manhattan",3681,1,1.0
5496,"Murray Hill, Midtown Manhattan, Manhattan",7500,3,2.0
5497,"Chelsea, Midtown Manhattan, Manhattan",7246,2,2.0
5498,"Murray Hill, Midtown Manhattan, Manhattan",2595,0,1.0
5499,"Hell's Kitchen, Midtown Manhattan, Manhattan",3500,1,1.0
5500,"Financial District, Downtown Manhattan, Manhattan",3496,1,1.0
5501,"Financial District, Downtown Manhattan, Manhattan",3496,1,1.0
5502,"West Village, Downtown Manhattan, Manhattan",5626,1,1.0
5503,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",3600,1,1.0
5504,"Crown Heights, Central Brooklyn, Brooklyn",1775,1,1.0
5505,"Greenpoint, Northern Brooklyn, Brooklyn",3400,2,1.0
5506,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",3100,1,1.0
5507,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",4150,2,2.0
5508,"Financial District, Downtown Manhattan, Manhattan",4795,1,1.0
5509,"West Village, Downtown Manhattan, Manhattan",8995,3,1.0
5510,"Kips Bay, Midtown Manhattan, Manhattan",3695,1,1.0
5511,"Central Harlem, Upper Manhattan, Manhattan",2130,0,1.0
5512,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",4500,1,1.0
5513,"Financial District, Downtown Manhattan, Manhattan",4418,0,1.0
5514,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",13000,4,3.0
5515,"Upper West Side, Upper Manhattan, Manhattan",3075,2,1.0
5516,"Upper West Side, Upper Manhattan, Manhattan",4495,2,1.0
5517,"Bushwick, Northern Brooklyn, Brooklyn",2350,2,1.0
5518,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",3650,1,1.0
5519,"Upper East Side, Upper Manhattan, Manhattan",3400,1,1.0
5520,"Upper West Side, Upper Manhattan, Manhattan",3250,0,1.0
5521,"Tribeca, Downtown Manhattan, Manhattan",18450,3,4.0
5522,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",5600,3,2.0
5523,"Central Harlem, Upper Manhattan, Manhattan",4795,4,1.0
5524,"Upper East Side, Upper Manhattan, Manhattan",7000,2,2.0
5525,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",16500,3,3.0
5526,"Theater District, Midtown Manhattan, Manhattan",4000,1,1.0
5527,"Upper East Side, Upper Manhattan, Manhattan",3135,1,1.0
5528,"Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",3500,1,1.0
5529,"Upper East Side, Upper Manhattan, Manhattan",2450,0,1.0
5530,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",3800,2,1.0
5531,"Greenwich Village, Downtown Manhattan, Manhattan",5100,1,1.0
5532,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",4125,1,1.0
5533,"Financial District, Downtown Manhattan, Manhattan",3090,0,1.0
5534,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",3937,2,1.0
5535,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",2550,3,1.0
5536,"Hunters Point, Long Island City, Northwestern Queens, Queens",2653,0,1.0
5537,"Alphabet City, East Village, Downtown Manhattan, Manhattan",5995,3,2.0
5538,"Hell's Kitchen, Midtown Manhattan, Manhattan",3195,2,1.0
5539,"NoMad, Midtown Manhattan, Manhattan",4399,1,1.0
5540,"Financial District, Downtown Manhattan, Manhattan",6100,3,2.0
5541,"Murray Hill, Midtown Manhattan, Manhattan",2300,1,1.0
5542,"Upper East Side, Upper Manhattan, Manhattan",3925,1,1.0
5543,"Bushwick, Northern Brooklyn, Brooklyn",2575,2,1.0
5544,"Upper East Side, Upper Manhattan, Manhattan",2000,0,1.0
5545,"Kips Bay, Midtown Manhattan, Manhattan",5400,3,2.0
5546,"Inwood, Upper Manhattan, Manhattan",1725,1,1.0
5547,"East Village, Downtown Manhattan, Manhattan",2750,0,1.0
5548,"Upper East Side, Upper Manhattan, Manhattan",2000,0,1.0
5549,"Inwood, Upper Manhattan, Manhattan",2200,2,1.0
5550,"East Village, Downtown Manhattan, Manhattan",2800,0,1.0
5551,"Battery Park City, Downtown Manhattan, Manhattan",3750,1,1.0
5552,"Theater District, Midtown Manhattan, Manhattan",7450,2,2.0
5553,"Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",7495,4,2.0
5554,"Long Island City, Northwestern Queens, Queens",4000,2,2.0
5555,"Kips Bay, Midtown Manhattan, Manhattan",3100,0,1.0
5556,"East Harlem, Upper Manhattan, Manhattan",4750,2,1.0
5557,"Chelsea, Midtown Manhattan, Manhattan",5278,1,1.0
5558,"Hell's Kitchen, Midtown Manhattan, Manhattan",3338,1,1.0
5559,"NoMad, Midtown Manhattan, Manhattan",4667,1,1.0
5560,"Gramercy Park, Midtown Manhattan, Manhattan",4600,1,1.0
5561,"Central Harlem, Upper Manhattan, Manhattan",2395,3,1.0
5562,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",16880,4,4.0
5563,"Hunters Point, Long Island City, Northwestern Queens, Queens",3250,1,1.0
5564,"Greenpoint, Northern Brooklyn, Brooklyn",2700,0,1.0
5565,"NoLita, Downtown Manhattan, Manhattan",3570,1,1.0
5566,"Tribeca, Downtown Manhattan, Manhattan",2480,0,1.0
5567,"Central Harlem, Upper Manhattan, Manhattan",2350,1,1.0
5568,"Kips Bay, Midtown Manhattan, Manhattan",3630,1,1.0
5569,"Greenwich Village, Downtown Manhattan, Manhattan",3525,0,1.0
5570,"Hell's Kitchen, Midtown Manhattan, Manhattan",3315,1,1.0
5571,"Gramercy Park, Midtown Manhattan, Manhattan",4850,3,2.0
5572,"West Village, Downtown Manhattan, Manhattan",2850,0,1.0
5573,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",3370,2,2.0
5574,"Long Island City, Northwestern Queens, Queens",4800,2,2.0
5575,"Financial District, Downtown Manhattan, Manhattan",12370,3,3.0
5576,"Lower East Side, Downtown Manhattan, Manhattan",5195,3,2.0
5577,"Chelsea, Midtown Manhattan, Manhattan",4300,1,1.0
5578,"Flatbush, Central Brooklyn, Brooklyn",1995,1,1.0
5579,"Williamsburg, Northern Brooklyn, Brooklyn",4775,1,1.0
5580,"Alphabet City, East Village, Downtown Manhattan, Manhattan",4490,1,1.0
5581,"Murray Hill, Midtown Manhattan, Manhattan",4100,1,1.0
5582,"Theater District, Midtown Manhattan, Manhattan",3410,1,1.0
5583,"Long Island City, Northwestern Queens, Queens",3147,0,1.0
5584,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2495,1,1.0
5585,"Upper West Side, Upper Manhattan, Manhattan",2650,1,1.0
5586,"Central Harlem, Upper Manhattan, Manhattan",1875,1,1.0
